111220043.bc,0.354839,0.535714,0.4,0.5,0.484375,0.415584,0.478873,0.309278,0.422535,0.426667,1,0.386364,0.392405,0.442857,0.542373,0.32,0.416667,0.418919,0.491803,0.492754,0.493506,0.507692,0.516129,0.469697,0.461538,0.38961,0.625,0.428571,0.421053,0.438356,0.532258,0.551724,0.652174,0.454545,0.603774,0.462687,0.392405,0.43662,0.455882
111220044.bc,0.365591,0.535714,0.426667,0.516667,0.484375,0.428571,0.535211,0.319588,0.422535,0.453333,0.634615,1,0.556962,0.457143,0.559322,0.33,0.452381,0.445946,0.52459,0.492754,0.506494,0.507692,0.516129,0.469697,0.492308,0.38961,0.645833,0.480519,0.447368,0.438356,0.532258,0.534483,0.652174,0.469697,0.603774,0.462687,0.405063,0.43662,0.455882
111220047.bc,0.397849,0.625,0.48,0.566667,0.53125,0.402597,0.492958,0.340206,0.478873,0.426667,0.576923,0.488636,1,0.5,0.627119,0.35,0.488095,0.472973,0.57377,0.507246,0.480519,0.492308,0.532258,0.484848,0.538462,0.467532,0.708333,0.506494,0.552632,0.438356,0.516129,0.586207,0.76087,0.530303,0.584906,0.507463,0.443038,0.450704,0.485294
111220049.bc,0.387097,0.625,0.466667,0.566667,0.53125,0.428571,0.464789,0.340206,0.478873,0.413333,0.596154,0.375,0.455696,1,0.610169,0.35,0.5,0.472973,0.557377,0.507246,0.532468,0.492308,0.516129,0.5,0.523077,0.467532,0.708333,0.480519,0.486842,0.438356,0.532258,0.586207,0.76087,0.515152,0.603774,0.522388,0.43038,0.464789,0.5
111220050.bc,0.387097,0.607143,0.44,0.55,0.515625,0.402597,0.450704,0.340206,0.478873,0.413333,0.596154,0.375,0.455696,0.485714,1,0.34,0.464286,0.445946,0.540984,0.536232,0.519481,0.492308,0.516129,0.5,0.507692,0.480519,0.6875,0.480519,0.473684,0.438356,0.516129,0.586207,0.73913,0.515152,0.584906,0.507463,0.417722,0.464789,0.485294
111220064.bc,0.376344,0.571429,0.44,0.533333,0.5,0.571429,0.450704,0.319588,0.450704,0.426667,0.596154,0.363636,0.417722,0.457143,0.559322,1,0.428571,0.445946,0.52459,0.521739,0.493506,0.507692,0.532258,0.469697,0.492308,0.441558,0.666667,0.441558,0.460526,0.452055,0.532258,0.534483,0.695652,0.484848,0.603774,0.462687,0.405063,0.43662,0.470588
111220067.bc,0.408602,0.607143,0.493333,0.583333,0.53125,0.428571,0.478873,0.391753,0.492958,0.426667,0.596154,0.386364,0.468354,0.514286,0.627119,0.35,1,0.5,0.57377,0.565217,0.584416,0.523077,0.532258,0.5,0.538462,0.506494,0.708333,0.545455,0.5,0.479452,0.532258,0.62069,0.73913,0.530303,0.622642,0.522388,0.43038,0.478873,0.544118
111220068.bc,0.408602,0.589286,0.466667,0.55,0.546875,0.402597,0.43662,0.371134,0.492958,0.413333,0.576923,0.363636,0.443038,0.485714,0.576271,0.35,0.5,1,0.557377,0.536232,0.532468,0.507692,0.516129,0.515152,0.523077,0.454545,0.6875,0.506494,0.486842,0.465753,0.580645,0.551724,0.717391,0.5,0.584906,0.492537,0.443038,0.478873,0.514706
111220078.bc,0.387097,0.607143,0.493333,0.566667,0.53125,0.402597,0.43662,0.340206,0.478873,0.426667,0.576923,0.363636,0.455696,0.485714,0.59322,0.35,0.47619,0.472973,1,0.521739,0.493506,0.492308,0.516129,0.484848,0.523077,0.467532,0.729167,0.506494,0.486842,0.438356,0.516129,0.568966,0.76087,0.515152,0.584906,0.492537,0.43038,0.450704,0.485294
111220079.bc,0.387097,0.571429,0.44,0.533333,0.515625,0.402597,0.450704,0.340206,0.464789,0.453333,0.615385,0.363636,0.405063,0.442857,0.59322,0.35,0.452381,0.445946,0.52459,1,0.584416,0.538462,0.548387,0.469697,0.492308,0.454545,0.666667,0.441558,0.447368,0.479452,0.548387,0.551724,0.695652,0.484848,0.622642,0.462687,0.43038,0.43662,0.470588
111220080.bc,0.387097,0.571429,0.453333,0.533333,0.515625,0.428571,0.478873,0.340206,0.478873,0.44,0.615385,0.386364,0.417722,0.471429,0.576271,0.36,0.452381,0.459459,0.540984,0.594203,1,0.538462,0.532258,0.5,0.507692,0.454545,0.708333,0.454545,0.460526,0.479452,0.548387,0.551724,0.695652,0.515152,0.603774,0.492537,0.417722,0.464789,0.529412
111220084.bc,0.387097,0.571429,0.44,0.516667,0.515625,0.402597,0.450704,0.381443,0.478873,0.44,0.615385,0.363636,0.405063,0.442857,0.559322,0.35,0.440476,0.445946,0.508197,0.565217,0.545455,1,0.564516,0.484848,0.492308,0.467532,0.666667,0.428571,0.460526,0.493151,0.564516,0.551724,0.695652,0.5,0.641509,0.477612,0.405063,0.450704,0.485294
111220089.bc,0.387097,0.571429,0.426667,0.516667,0.515625,0.402597,0.464789,0.319588,0.450704,0.44,0.615385,0.363636,0.417722,0.442857,0.559322,0.35,0.428571,0.432432,0.508197,0.536232,0.480519,0.538462,1,0.5,0.476923,0.441558,0.645833,0.428571,0.447368,0.465753,0.548387,0.534483,0.695652,0.484848,0.622642,0.492537,0.405063,0.43662,0.470588
111220097.bc,0.397849,0.589286,0.44,0.533333,0.53125,0.402597,0.450704,0.329897,0.464789,0.413333,0.596154,0.363636,0.417722,0.471429,0.59322,0.34,0.440476,0.472973,0.52459,0.507246,0.532468,0.507692,0.548387,1,0.492308,0.467532,0.6875,0.454545,0.460526,0.452055,0.532258,0.568966,0.717391,0.5,0.584906,0.597015,0.43038,0.492958,0.514706
111220098.bc,0.397849,0.607143,0.453333,0.566667,0.515625,0.402597,0.43662,0.360825,0.492958,0.426667,0.576923,0.375,0.481013,0.485714,0.59322,0.35,0.464286,0.472973,0.557377,0.536232,0.532468,0.507692,0.516129,0.484848,1,0.467532,0.708333,0.467532,0.486842,0.452055,0.516129,0.568966,0.73913,0.515152,0.584906,0.492537,0.43038,0.450704,0.485294
111220103.bc,0.387097,0.607143,0.453333,0.55,0.515625,0.38961,0.422535,0.350515,0.478873,0.413333,0.576923,0.340909,0.43038,0.471429,0.610169,0.34,0.47619,0.445946,0.540984,0.521739,0.480519,0.523077,0.516129,0.5,0.507692,1,0.708333,0.467532,0.486842,0.465753,0.532258,0.586207,0.73913,0.530303,0.603774,0.507463,0.417722,0.464789,0.5
111220105.bc,0.387097,0.607143,0.466667,0.566667,0.53125,0.402597,0.43662,0.340206,0.478873,0.426667,0.576923,0.352273,0.443038,0.485714,0.59322,0.35,0.452381,0.459459,0.57377,0.521739,0.506494,0.507692,0.516129,0.5,0.523077,0.480519,1,0.467532,0.486842,0.452055,0.532258,0.568966,0.73913,0.515152,0.584906,0.507463,0.43038,0.464789,0.5
111220111.bc,0.387097,0.607143,0.466667,0.566667,0.515625,0.415584,0.464789,0.340206,0.478873,0.413333,0.596154,0.386364,0.455696,0.5,0.627119,0.35,0.52381,0.486486,0.57377,0.521739,0.532468,0.492308,0.516129,0.5,0.523077,0.480519,0.708333,1,0.486842,0.452055,0.516129,0.586207,0.73913,0.515152,0.584906,0.522388,0.417722,0.478873,0.5
111220112.bc,0.387097,0.607143,0.466667,0.566667,0.515625,0.402597,0.478873,0.360825,0.478873,0.413333,0.576923,0.386364,0.493671,0.485714,0.59322,0.35,0.464286,0.472973,0.557377,0.507246,0.480519,0.507692,0.516129,0.484848,0.523077,0.480519,0.708333,0.467532,1,0.438356,0.516129,0.603448,0.76087,0.545455,0.603774,0.492537,0.417722,0.450704,0.485294
111220120.bc,0.387097,0.571429,0.426667,0.516667,0.5,0.402597,0.450704,0.340206,0.464789,0.44,0.615385,0.363636,0.405063,0.442857,0.559322,0.35,0.464286,0.459459,0.508197,0.565217,0.545455,0.553846,0.548387,0.484848,0.492308,0.467532,0.666667,0.441558,0.447368,1,0.580645,0.534483,0.695652,0.484848,0.622642,0.492537,0.405063,0.464789,0.5
111220121.bc,0.376344,0.571429,0.426667,0.516667,0.5,0.415584,0.450704,0.329897,0.450704,0.44,0.615385,0.363636,0.405063,0.457143,0.559322,0.35,0.452381,0.459459,0.508197,0.536232,0.493506,0.538462,0.548387,0.484848,0.476923,0.454545,0.666667,0.428571,0.447368,0.493151,1,0.534483,0.695652,0.484848,0.641509,0.477612,0.405063,0.450704,0.5
111220125.bc,0.387097,0.607143,0.453333,0.566667,0.515625,0.402597,0.450704,0.350515,0.478873,0.413333,0.615385,0.363636,0.443038,0.485714,0.610169,0.34,0.47619,0.445946,0.540984,0.521739,0.519481,0.507692,0.516129,0.5,0.507692,0.480519,0.6875,0.467532,0.539474,0.438356,0.516129,1,0.73913,0.530303,0.603774,0.507463,0.43038,0.464789,0.485294
111220128.bc,0.387097,0.625,0.466667,0.55,0.515625,0.38961,0.422535,0.340206,0.478873,0.413333,0.576923,0.340909,0.443038,0.485714,0.59322,0.34,0.440476,0.445946,0.557377,0.507246,0.467532,0.492308,0.516129,0.484848,0.507692,0.467532,0.6875,0.454545,0.486842,0.438356,0.516129,0.568966,1,0.515152,0.584906,0.507463,0.43038,0.450704,0.485294
111220130.bc,0.387097,0.607143,0.453333,0.55,0.515625,0.38961,0.464789,0.350515,0.492958,0.413333,0.576923,0.375,0.468354,0.471429,0.59322,0.34,0.452381,0.445946,0.540984,0.507246,0.480519,0.507692,0.516129,0.484848,0.507692,0.480519,0.6875,0.454545,0.5,0.438356,0.516129,0.586207,0.73913,1,0.603774,0.492537,0.417722,0.450704,0.529412
111220153.bc,0.376344,0.571429,0.44,0.516667,0.5,0.415584,0.450704,0.329897,0.450704,0.44,0.615385,0.363636,0.405063,0.457143,0.559322,0.35,0.464286,0.432432,0.508197,0.536232,0.480519,0.538462,0.548387,0.469697,0.476923,0.454545,0.645833,0.428571,0.460526,0.465753,0.564516,0.551724,0.695652,0.5,1,0.462687,0.405063,0.43662,0.485294
111220160.bc,0.387097,0.625,0.453333,0.55,0.515625,0.402597,0.450704,0.340206,0.478873,0.413333,0.596154,0.363636,0.443038,0.5,0.610169,0.34,0.47619,0.459459,0.540984,0.507246,0.532468,0.507692,0.548387,0.606061,0.507692,0.480519,0.708333,0.480519,0.473684,0.465753,0.532258,0.586207,0.76087,0.515152,0.584906,1,0.43038,0.492958,0.514706
111220165.bc,0.397849,0.607143,0.466667,0.55,0.546875,0.38961,0.422535,0.350515,0.478873,0.44,0.576923,0.363636,0.468354,0.471429,0.576271,0.34,0.440476,0.472973,0.540984,0.536232,0.480519,0.492308,0.516129,0.5,0.507692,0.454545,0.6875,0.441558,0.460526,0.438356,0.516129,0.568966,0.73913,0.5,0.584906,0.492537,1,0.464789,0.5
111220173.bc,0.408602,0.589286,0.44,0.533333,0.53125,0.402597,0.450704,0.329897,0.464789,0.413333,0.596154,0.363636,0.417722,0.471429,0.59322,0.34,0.464286,0.472973,0.52459,0.507246,0.532468,0.507692,0.516129,0.530303,0.492308,0.467532,0.6875,0.467532,0.460526,0.465753,0.532258,0.568966,0.717391,0.5,0.584906,0.522388,0.43038,1,0.529412
111220174.bc,0.397849,0.589286,0.453333,0.533333,0.53125,0.402597,0.422535,0.350515,0.478873,0.413333,0.576923,0.340909,0.417722,0.471429,0.576271,0.34,0.511905,0.472973,0.52459,0.507246,0.493506,0.507692,0.516129,0.515152,0.492308,0.467532,0.6875,0.454545,0.460526,0.465753,0.548387,0.551724,0.717391,0.530303,0.603774,0.507463,0.43038,0.492958,1
